page	grid_row	col	col_idx	state	som	hadid02	gt
10	17	Net_Assessment_Mils	18	ONLY_hadid02		٠	
10	18	Serial_No	0	MISMATCH	ل	-	٧
10	18	Date	1	ONLY_hadid02		""""	
10	18	Property_recorded_under_Parcel_No	3	ONLY_som	٨٩		٨٩
10	18	Parcel_Cat_No	4	ONLY_som	١٢		١٣
10	18	Parcel_Area	5	MISMATCH	٨٤٢	٣٢	,٨٤٢
10	18	Nature_of_Entry	6	ONLY_som	بيع		بيع
10	18	Reference_to_Register_of_Changes_Volume_No	8	ONLY_som	٤٥/٣٠٨٥		عقد ٤٥/٣٨٥
10	18	Reference_to_Register_of_Changes_Serial_No	9	ONLY_som	٠٠٨		
10	18	Tax_Mils	11	ONLY_hadid02		٠٨	٠٠٨
10	18	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		✓	
10	19	Date	1	ONLY_hadid02		✓	
10	19	Property_recorded_under_Block_No	2	ONLY_hadid02		-	
10	19	Parcel_Cat_No	4	ONLY_hadid02		١	
10	19	Parcel_Area	5	MISMATCH	ضريبة حرب	٤	ضريبة حرب
10	19	Tax_Mils	11	ONLY_hadid02		.	
10	19	Total_Tax_LP	12	ONLY_hadid02		✓	
10	19	Total_Tax_Mils	13	ONLY_hadid02		..	
10	19	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		..	
10	19	Net_Assessment_LP	17	ONLY_hadid02		–	
10	19	Net_Assessment_Mils	18	MISMATCH	١٤٤	٤٤	١٤٤
10	20	Date	1	MISMATCH	٩٤٧	٩٤/٩	٩٤٦ / ٤٧
10	20	Nature_of_Entry	6	ONLY_hadid02		٤	
10	20	New_Serial_No	7	ONLY_hadid02		٤	
10	21	Date	1	ONLY_hadid02		١	
10	21	Nature_of_Entry	6	ONLY_hadid02		١	
10	21	New_Serial_No	7	ONLY_hadid02		✓	
10	21	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		✓	
10	22	Reference_to_Register_of_Exemptions_Amount_Mils	16	ONLY_hadid02		..	
10	22	Net_Assessment_Mils	18	MISMATCH	١٤٤	١٤٠	١٤٤
10	23	Date	1	ONLY_hadid02		.	
10	23	Parcel_Area	5	ONLY_hadid02		..	
10	23	New_Serial_No	7	ONLY_hadid02		٠	
10	23	Reference_to_Register_of_Changes_Volume_No	8	ONLY_hadid02		✓	
10	23	Total_Tax_Mils	13	ONLY_hadid02		..	
10	23	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		✓	
10	24	Date	1	MISMATCH	٩٤٨/٤٧	٩٤ / ٤٧	٩٤٧ / ٤٨
10	24	Parcel_Area	5	ONLY_hadid02		.	
10	24	Nature_of_Entry	6	ONLY_hadid02		١	
10	24	New_Serial_No	7	ONLY_hadid02		x	
10	24	Reference_to_Register_of_Changes_Volume_No	8	ONLY_hadid02		✓	
10	24	Tax_Mils	11	ONLY_hadid02		_	
10	24	Total_Tax_LP	12	ONLY_hadid02		اد	
10	24	Total_Tax_Mils	13	ONLY_hadid02		–	
10	24	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		–	
10	25	New_Serial_No	7	ONLY_hadid02		✓	
10	25	Reference_to_Register_of_Changes_Volume_No	8	ONLY_hadid02		١	
10	25	Reference_to_Register_of_Changes_Serial_No	9	ONLY_hadid02		..	
10	25	Tax_LP	10	ONLY_hadid02		.	
10	25	Tax_Mils	11	ONLY_hadid02		.	
10	25	Total_Tax_LP	12	ONLY_hadid02		١	
10	25	Reference_to_Register_of_Exemptions_Entry_No	14	ONLY_hadid02		١	
10	26	New_Serial_No	7	ONLY_hadid02		✓	
10	26	Tax_Mils	11	ONLY_hadid02		..	
10	26	Total_Tax_LP	12	ONLY_hadid02		✓	
10	26	Reference_to_Register_of_Exemptions_Amount_LP	15	ONLY_hadid02		٠	
10	26	Reference_to_Register_of_Exemptions_Amount_Mils	16	ONLY_hadid02		✓	
